Loc_0,Loc_1,Loc_2,ID,PathID,NodeIndex,ContinentID,Flags,Delay,ArrivalEventID,DepartureEventID
-8852.650390625,496.45999145508,111.04000091553,35,6,0,0,0,0,0,0
-8882.599609375,476.01000976563,122.36000061035,36,6,1,0,0,0,0,0
-8935.919921875,454.67999267578,131.80999755859,37,6,2,0,0,0,0,0
-9025.2099609375,463.0299987793,153.80999755859,38,6,3,0,0,0,0,0
-9109.8896484375,473.54699707031,148.98899841309,40,6,4,0,0,0,0,0
-9247.4599609375,381.14401245117,152.14300537109,41,6,5,0,0,0,0,0
-9328.75,433.82901000977,130.61500549316,42,6,6,0,0,0,0,0
-9380.0498046875,432.53298950195,78.04019927979,43,6,7,0,0,0,0,0
-9451.3798828125,386.51998901367,56.92869949341,44,6,8,0,0,0,0,0
-9524.6298828125,368.06799316406,53.4300994873,45,6,9,0,0,0,0,0
-9601.1298828125,407.54000854492,52.47629928589,46,6,10,0,0,0,0,0
-9686.169921875,469.80099487305,40.71200180054,47,6,11,0,0,0,0,0
-9734.6201171875,552.16400146484,39.3231010437,48,6,12,0,0,0,0,0
-10553.616210938,1034.421875,57.37898635864,68,7,0,0,0,0,0,0
-10565.411132812,1033.6129150391,63.77545166016,69,7,1,0,0,0,0,0
-10586.114257812,1042.3646240234,69.81977844238,70,7,2,0,0,0,0,0
-10596.576171875,1071.6857910156,72.75151062012,71,7,3,0,0,0,0,0
-10561.442382812,1102.5989990234,72.19490814209,72,7,4,0,0,0,0,0
-10478.513671875,1088.8038330078,75.15543365479,73,7,5,0,0,0,0,0
-10385.671875,1061.9757080078,80.23217010498,74,7,6,0,0,0,0,0
-10234.765625,976.97570800781,83.63848114014,75,7,7,0,0,0,0,0
-10184.708007812,811.82556152344,43.81411361694,76,7,8,0,0,0,0,0
-10197.823242188,634.42071533203,30.07676124573,77,7,9,0,0,0,0,0
-10174.3359375,554.78051757813,29.16282844543,78,7,10,0,0,0,0,0
-10100.251953125,513.25323486328,32.32518386841,79,7,11,0,0,0,0,0
-9946.88671875,506.59875488281,37.31886291504,80,7,12,0,0,0,0,0
-9881.4482421875,524.31860351563,37.47449874878,81,7,13,0,0,0,0,0
-9814.705078125,523.47937011719,37.57549285889,82,7,14,0,0,0,0,0
-9756.6767578125,540.98950195313,43.89014053345,83,7,15,0,0,0,0,0
-9709.9892578125,517.12158203125,45.58359146118,84,7,16,0,0,0,0,0
-9690.505859375,464.96447753906,40.52816772461,85,7,17,0,0,0,0,0
-9599.5029296875,406.55328369141,44.54248046875,86,7,18,0,0,0,0,0
-9534.1826171875,366.7751159668,60.36916732788,87,7,19,0,0,0,0,0
-9466.7734375,373.82406616211,60.31949996948,88,7,20,0,0,0,0,0
-9380.501953125,433.03884887695,76.56031799316,89,7,21,0,0,0,0,0
-9279.5595703125,422.0251159668,159.30554199219,90,7,22,0,0,0,0,0
-9127.248046875,269.23812866211,162.6833190918,91,7,23,0,0,0,0,0
-9039.4326171875,381.59619140625,145.87776184082,92,7,24,0,0,0,0,0
-9433.9296875,-2238.7587890625,70.68005371094,119,8,0,0,0,0,0,0
-9436.162109375,-2240.107421875,71.47904205322,120,8,1,0,0,0,0,0
-9445.4755859375,-2244.0324707031,74.46590423584,121,8,2,0,0,0,0,0
-9471.32421875,-2250.8225097656,81.71273803711,122,8,3,0,0,0,0,0
-9507.9482421875,-2244.8391113281,97.67112731934,123,8,4,0,0,0,0,0
-9543.87109375,-2197.8706054688,101.94850921631,124,8,5,0,0,0,0,0
-9555.0595703125,-2100.4799804688,102.69899749756,125,8,6,0,0,0,0,0
-9562.759765625,-2005.2800292969,116.41600036621,126,8,7,0,0,0,0,0
-9621.7001953125,-1936.9300537109,118.88400268555,127,8,8,0,0,0,25465,0
-9676.5703125,-1726.0300292969,115.93199920654,128,8,10,0,0,0,0,0
-9693.009765625,-1586.1899414062,131.61799621582,129,8,11,0,0,0,0,0
-9805.7197265625,-1424.0200195312,111.90899658203,130,8,12,0,0,0,0,0
-9675,-1306.9100341797,118.97200012207,131,8,13,0,0,0,0,0
-9575.3095703125,-1177.9699707031,128.80099487305,132,8,14,0,0,0,0,0
-9488.23046875,-943.34899902344,146.1609954834,133,8,15,0,0,0,0,0
-9449.5302734375,-726.40399169922,154.39199829102,134,8,16,0,0,0,0,0
-9487.8203125,-427.29998779297,135.64599609375,135,8,17,0,0,0,0,0
-9493.3701171875,-158.43600463867,146.07400512695,136,8,18,0,0,0,0,0
-9241.6201171875,3.94899988174,173.42199707031,137,8,19,0,0,0,0,0
-9133.2197265625,270.78698730469,161.11599731445,138,8,20,0,0,0,0,0
-8852.650390625,496.45999145508,111.04000091553,176,9,0,0,0,0,0,0
-8882.599609375,476.01000976563,122.36000061035,177,9,1,0,0,0,0,0
-8935.919921875,454.67999267578,131.80999755859,178,9,2,0,0,0,0,0
-9025.2099609375,463.0299987793,131.80999755859,179,9,3,0,0,0,0,0
-9078.4599609375,472.65301513672,144.36099243164,180,9,4,0,0,0,0,0
-9131.16015625,468.32998657227,151.47500610352,181,9,5,0,0,0,0,0
-9189.16796875,411.43099975586,162.58059692383,182,9,6,0,0,0,0,0
-9210.607421875,311.57113647461,95.03504180908,183,9,7,0,0,0,0,0
-9258.30078125,242.52099609375,79.05361175537,184,9,8,0,0,0,0,0
-9304.2236328125,202.57893371582,76.13681793213,185,9,9,0,0,0,0,0
-9419.4267578125,86.8537902832,67.63692474365,186,9,10,0,0,0,0,0
-9494.240234375,53.96614456177,64.30503082275,187,9,11,0,0,0,0,0
-9544.91015625,-53.5205078125,64.73037719727,188,9,12,0,0,0,0,0
-9550.931640625,-130.857421875,62.67778778076,189,9,13,0,0,0,0,0
-4822.7973632812,-1157.9782714844,503.26974487305,439,12,0,0,0,0,0,0
-4823.3383789062,-1154.8380126953,504.04434204102,440,12,1,0,0,0,0,0
-4825.5678710938,-1144.80078125,508.20919799805,441,12,2,0,0,0,0,0
-4830.2509765625,-1124.8310546875,518.07598876953,442,12,3,0,0,0,0,0
-4839.869140625,-1077.7572021484,543.57775878906,443,12,4,0,0,0,0,0
-4867.4145507812,-1047.9674072266,551.02081298828,444,12,5,0,0,0,0,0
-4889.5532226562,-1032.1511230469,548.74249267578,445,12,6,0,0,0,0,0
-4921.4428710938,-1008.4293212891,544.9091796875,446,12,7,0,0,0,0,0
-4947.0688476562,-972.15167236328,540.798828125,447,12,8,0,0,0,0,0
-4957.7885742188,-914.51434326172,543.51947021484,448,12,9,0,0,0,0,0
-4964.658203125,-901.51312255859,543.60272216797,449,12,10,0,0,0,0,0
-4987.029296875,-875.53234863281,527.60308837891,450,12,11,0,0,0,0,0
-5021.6123046875,-833.38018798828,507.3193359375,451,12,12,0,0,0,0,0
-5066.3959960938,-799.99829101563,503.12750244141,452,12,13,0,0,0,0,0
-5110.955078125,-793.4541015625,504.34429931641,453,12,14,0,0,0,0,0
