Loc_0,Loc_1,Loc_2,ID,PathID,NodeIndex,ContinentID,Flags,Delay,ArrivalEventID,DepartureEventID
-8851.658203125,498.5517578125,111.25601959229,35,6,0,0,0,0,0,0
-8853.7666015625,496.56976318359,111.51502990723,36,6,1,0,0,0,0,0
-8869.408203125,486.37249755859,116.4328918457,37,6,2,0,0,0,0,0
-8937.974609375,447.69573974609,122.10063934326,38,6,3,0,0,0,0,0
-9025.54296875,501.72021484375,122.10063934326,39,6,4,0,0,0,0,0
-9109.89453125,473.54666137695,148.98922729492,40,6,5,0,0,0,0,0
-9247.455078125,381.14395141602,152.14262390137,41,6,6,0,0,0,0,0
-9328.7470703125,433.82901000977,130.61520385742,42,6,7,0,0,0,0,0
-9380.046875,432.53256225586,78.04019165039,43,6,8,0,0,0,0,0
-9451.3798828125,386.52017211914,56.9287109375,44,6,9,0,0,0,0,0
-9524.6279296875,368.06781005859,53.43006896973,45,6,10,0,0,0,0,0
-9601.1328125,407.5400390625,52.47625350952,46,6,11,0,0,0,0,0
-9686.1650390625,469.80090332031,40.71202850342,47,6,12,0,0,0,0,0
-9734.6220703125,552.16387939453,39.32314300537,48,6,13,0,0,0,0,0
-10628.5390625,1040.0689697266,35.09414672852,68,7,0,0,0,0,0,0
-10627.923828125,1043.5532226562,35.3190574646,69,7,1,0,0,0,0,0
-10624.309570312,1055.3709716797,37.65336608887,70,7,2,0,0,0,0,0
-10609.96484375,1097.7781982422,43.05282974243,71,7,3,0,0,0,0,0
-10504.487304688,1142.7750244141,52.09253692627,72,7,4,0,0,0,0,0
-10424.169921875,1068.1085205078,58.97521972656,73,7,5,0,0,0,0,0
-10308.545898438,1046.8541259766,58.3277130127,74,7,6,0,0,0,0,0
-10210.65625,931.04504394531,58.41952896118,75,7,7,0,0,0,0,0
-10184.708007812,811.82556152344,43.81411361694,76,7,8,0,0,0,0,0
-10197.823242188,634.42071533203,30.07676124573,77,7,9,0,0,0,0,0
-10174.3359375,554.78051757813,29.16282844543,78,7,10,0,0,0,0,0
-10100.251953125,513.25323486328,32.32518386841,79,7,11,0,0,0,0,0
-9946.88671875,506.59875488281,37.31886291504,80,7,12,0,0,0,0,0
-9881.4482421875,524.31860351563,37.47449874878,81,7,13,0,0,0,0,0
-9814.705078125,523.47937011719,37.57549285889,82,7,14,0,0,0,0,0
-9756.6767578125,540.98950195313,43.89014053345,83,7,15,0,0,0,0,0
-9709.9892578125,517.12158203125,45.58359146118,84,7,16,0,0,0,0,0
-9690.505859375,464.96447753906,40.52816772461,85,7,17,0,0,0,0,0
-9599.5029296875,406.55328369141,44.54248046875,86,7,18,0,0,0,0,0
-9534.1826171875,366.7751159668,60.36916732788,87,7,19,0,0,0,0,0
-9466.7734375,373.82406616211,60.31949996948,88,7,20,0,0,0,0,0
-9380.501953125,433.03884887695,76.56031799316,89,7,21,0,0,0,0,0
-9279.5595703125,422.0251159668,159.30554199219,90,7,22,0,0,0,0,0
-9127.248046875,269.23812866211,162.6833190918,91,7,23,0,0,0,0,0
-9039.4326171875,381.59619140625,145.87776184082,92,7,24,0,0,0,0,0
-9433.9296875,-2238.7587890625,70.68005371094,119,8,0,0,0,0,0,0
-9436.162109375,-2240.107421875,71.47904205322,120,8,1,0,0,0,0,0
-9445.4755859375,-2244.0324707031,74.46590423584,121,8,2,0,0,0,0,0
-9471.32421875,-2250.8225097656,81.71273803711,122,8,3,0,0,0,0,0
-9507.9482421875,-2244.8391113281,97.67112731934,123,8,4,0,0,0,0,0
-9543.87109375,-2197.8706054688,101.94850921631,124,8,5,0,0,0,0,0
-9606.37890625,-2086.0539550781,77.63744354248,125,8,6,0,0,0,0,0
-9555.0009765625,-2000.3033447266,80.11665344238,126,8,7,0,0,0,0,0
-9632.947265625,-1875.7178955078,84.19599151611,127,8,8,0,0,0,0,0
-9625.0830078125,-1769.7862548828,109.45542907715,128,8,9,0,0,0,0,0
-9693.0078125,-1586.1872558594,131.6177520752,129,8,10,0,0,0,0,0
-9805.7177734375,-1424.0239257812,111.90915679932,130,8,11,0,0,0,0,0
-9674.998046875,-1306.9130859375,118.97186279297,131,8,12,0,0,0,0,0
-9575.3115234375,-1177.9730224609,128.80130004883,132,8,13,0,0,0,0,0
-9488.2333984375,-943.34875488281,146.16075134277,133,8,14,0,0,0,0,0
-9449.529296875,-726.40356445313,154.39247131348,134,8,15,0,0,0,0,0
-9487.8203125,-427.2995300293,135.64604187012,135,8,16,0,0,0,0,0
-9493.3720703125,-158.43641662598,146.07441711426,136,8,17,0,0,0,0,0
-9241.6162109375,3.94900202751,173.42158508301,137,8,18,0,0,0,0,0
-9133.2197265625,270.7873840332,161.11605834961,138,8,19,0,0,0,0,0
-8851.029296875,497.57205200195,111.34192657471,176,9,0,0,0,0,0,0
-8853.0439453125,495.96377563477,111.34719085693,177,9,1,0,0,0,0,0
-8870.2392578125,483.1435546875,115.77393341065,178,9,2,0,0,0,0,0
-8923.7431640625,449.36419677734,129.38763427734,179,9,3,0,0,0,0,0
-9035.2041015625,504.11221313477,138.08932495117,180,9,4,0,0,0,0,0
-9109.2314453125,468.97564697266,144.20654296875,181,9,5,0,0,0,0,0
-9189.16796875,411.43099975586,162.58059692383,182,9,6,0,0,0,0,0
-9210.607421875,311.57113647461,95.03504180908,183,9,7,0,0,0,0,0
-9258.30078125,242.52099609375,79.05361175537,184,9,8,0,0,0,0,0
-9304.2236328125,202.57893371582,76.13681793213,185,9,9,0,0,0,0,0
-9419.4267578125,86.8537902832,67.63692474365,186,9,10,0,0,0,0,0
-9494.240234375,53.96614456177,64.30503082275,187,9,11,0,0,0,0,0
-9544.91015625,-53.5205078125,64.73037719727,188,9,12,0,0,0,0,0
-9550.931640625,-130.857421875,62.67778778076,189,9,13,0,0,0,0,0
-4822.7973632812,-1157.9782714844,503.26974487305,439,12,0,0,0,0,0,0
-4823.3383789062,-1154.8380126953,504.04434204102,440,12,1,0,0,0,0,0
-4825.5678710938,-1144.80078125,508.20919799805,441,12,2,0,0,0,0,0
-4830.2509765625,-1124.8310546875,518.07598876953,442,12,3,0,0,0,0,0
-4839.869140625,-1077.7572021484,543.57775878906,443,12,4,0,0,0,0,0
-4867.4145507812,-1047.9674072266,551.02081298828,444,12,5,0,0,0,0,0
-4889.5532226562,-1032.1511230469,548.74249267578,445,12,6,0,0,0,0,0
-4921.4428710938,-1008.4293212891,544.9091796875,446,12,7,0,0,0,0,0
-4947.0688476562,-972.15167236328,540.798828125,447,12,8,0,0,0,0,0
-4957.7885742188,-914.51434326172,543.51947021484,448,12,9,0,0,0,0,0
-4964.658203125,-901.51312255859,543.60272216797,449,12,10,0,0,0,0,0
-4987.029296875,-875.53234863281,527.60308837891,450,12,11,0,0,0,0,0
-5021.6123046875,-833.38018798828,507.3193359375,451,12,12,0,0,0,0,0
-5066.3959960938,-799.99829101563,503.12750244141,452,12,13,0,0,0,0,0
-5110.955078125,-793.4541015625,504.34429931641,453,12,14,0,0,0,0,0
-5156.0219726562,-778.87445068359,486.88906860352,454,12,15,0,0,0,0,0
-5203.8129882812,-713.603515625,480.8193359375,455,12,16,0,0,0,0,0
-5366.6625976562,-702.53765869141,457.85928344727,456,12,17,0,0,0,0,0
-5495.6279296875,-662.21240234375,442.5048828125,457,12,18,0,0,0,0,0
-8847.4912109375,496.96694946289,111.66139984131,503,13,0,0,0,0,0,0
-8849.6240234375,495.30264282227,111.68469238281,504,13,1,0,0,0,0,0
-8867.208984375,483.62423706055,114.52416992188,505,13,2,0,0,0,0,0
-8935.341796875,454.30816650391,127.16439056397,506,13,3,0,0,0,0,0
-9034.7392578125,493.25900268555,143.39939880371,507,13,4,0,0,0,0,0
-9109.71875,470.77105712891,157.3524017334,508,13,5,0,0,0,0,0
-9213.0927734375,427.23416137695,162.40487670898,509,13,6,0,0,0,0,0
-9273.826171875,275.939453125,151.66821289063,510,13,7,0,0,0,0,0
-9287.2919921875,34.38107681274,153.09155273438,511,13,8,0,0,0,0,0
